Client_ID,Client_Type,Client_Verification,Client_Location,Cargo_ID,Cargo_Type,Cargo_Value,Cargo_Weight,Transporter,Route,Border_Point,GPS_Location,KRA_Lock,KRA_Penalty,Incident_Type,Incident_Location,Incident_Report_Date,Cargo_Risk,Estimated_Loss
4286,Individual,1,Kigali,5286,Clothing,60264.58,4017.07,Transporter C,Arusha-Kampala,Busia,"(np.float64(-1.2232), np.float64(36.8626))",0,8466.41,Theft,Transit,2022-10-05,Low,22208.41
4287,Business,1,Kampala,5287,Machinery,138619.74,2153.3,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.2497), np.float64(36.8474))",1,12399.4,Fraud,Border,2022-02-21,Medium,121066.37
4288,Individual,1,Kampala,5288,Machinery,327192.08,3745.59,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2033), np.float64(36.8475))",1,13843.03,Theft,Border,2022-12-13,High,418582.12
4289,Individual,1,Kigali,5289,Clothing,278851.6,1179.64,Transporter A,Arusha-Nairobi,Namanga,"(np.float64(-1.2592), np.float64(36.8699))",1,10069.99,Theft,Warehouse,2022-08-15,Medium,123169.44
4290,Individual,0,Kampala,5290,Machinery,241186.0,3069.46,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.2358), np.float64(36.9143))",0,2281.09,Fraud,Warehouse,2022-05-18,Medium,106392.75
4291,Business,1,Kampala,5291,Electronics,177532.41,3246.83,Transporter A,Nairobi-Kisumu,Malaba,"(np.float64(-1.2642), np.float64(36.874))",0,22.58,Accident,Transit,2022-08-18,Medium,86106.83
4292,Individual,0,Kampala,5292,Alcohol,459575.15,3298.52,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2152), np.float64(36.8607))",0,5116.66,Accident,Warehouse,2022-12-30,High,401422.75
4293,Individual,1,Arusha,5293,Clothing,195807.97,816.54,Transporter C,Arusha-Kampala,Taveta,"(np.float64(-1.2433), np.float64(36.8767))",1,16361.23,Accident,Border,2022-03-27,Medium,68499.71
4294,Individual,0,Arusha,5294,Clothing,103936.26,1148.55,Transporter A,Nairobi-Kisumu,Malaba,"(np.float64(-1.2747), np.float64(36.883))",0,2445.51,Accident,Transit,2022-08-14,Medium,110378.45
4295,Business,0,Kampala,5295,Machinery,333059.37,1653.46,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.2374), np.float64(36.8879))",1,12987.2,Theft,Warehouse,2022-01-09,High,357830.61
4296,Individual,1,Kampala,5296,Machinery,303553.58,2949.08,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.2105), np.float64(36.873))",1,15588.17,Accident,Border,2022-12-29,High,241345.87
4297,Business,1,Kigali,5297,Machinery,418900.02,2593.24,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.2897), np.float64(36.838))",1,5444.62,Accident,Border,2022-11-26,High,313223.06
4298,Individual,0,Kampala,5298,Machinery,471547.82,741.24,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.2616), np.float64(36.8934))",0,15855.49,Theft,Border,2022-01-25,High,394308.61
4299,Individual,1,Arusha,5299,Clothing,475818.55,2721.06,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.1992), np.float64(36.8824))",1,18844.65,Theft,Transit,2022-08-03,High,276385.35
4300,Business,1,Kigali,5300,Machinery,357907.03,3518.52,Transporter B,Nairobi-Kisumu,Busia,"(np.float64(-1.2176), np.float64(36.9153))",1,7295.39,Accident,Warehouse,2022-11-01,High,486609.89
4301,Business,0,Kigali,5301,Clothing,95951.47,1013.5,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.2466), np.float64(36.8281))",1,8719.38,Fraud,Border,2022-12-05,Low,49591.27
4302,Individual,0,Kampala,5302,Machinery,67057.89,2864.0,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.207), np.float64(36.9006))",0,6998.76,Theft,Border,2022-01-16,Low,37495.91
4303,Individual,1,Kampala,5303,Machinery,216361.59,2649.2,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2051), np.float64(36.8863))",1,16668.03,Accident,Warehouse,2022-11-25,Medium,93754.32
4304,Individual,0,Arusha,5304,Alcohol,419430.33,3332.94,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.2302), np.float64(36.8279))",1,15298.51,Fraud,Transit,2022-01-26,High,486372.33
4305,Business,1,Kampala,5305,Alcohol,381812.06,3563.4,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.2525), np.float64(36.8467))",0,2909.19,Theft,Transit,2022-12-17,High,150452.53
4306,Business,0,Nairobi,5306,Machinery,213240.38,2268.52,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2256), np.float64(36.8817))",0,3533.9,Accident,Transit,2022-11-08,Medium,114322.31
4307,Business,1,Arusha,5307,Clothing,452999.82,3018.0,Transporter C,Nairobi-Kisumu,Busia,"(np.float64(-1.2577), np.float64(36.9156))",1,9486.63,Fraud,Warehouse,2022-08-17,High,345190.2
4308,Individual,1,Arusha,5308,Electronics,77600.69,456.12,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2056), np.float64(36.8717))",0,6683.83,Fraud,Border,2022-07-19,Low,14203.96
4309,Business,1,Arusha,5309,Clothing,148126.26,1367.03,Transporter C,Arusha-Kampala,Taveta,"(np.float64(-1.1983), np.float64(36.8381))",0,7096.08,Theft,Transit,2022-02-05,Medium,69163.74
4310,Business,0,Arusha,5310,Alcohol,281318.92,2184.15,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2482), np.float64(36.8996))",1,3951.03,Accident,Transit,2022-03-21,Medium,63206.28
4311,Individual,1,Arusha,5311,Machinery,126207.01,4313.71,Transporter A,Arusha-Nairobi,Busia,"(np.float64(-1.275), np.float64(36.8882))",0,8919.31,Accident,Transit,2022-11-20,Medium,52025.65
4312,Individual,1,Arusha,5312,Alcohol,264344.22,4707.85,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.2007), np.float64(36.8785))",0,16480.81,Accident,Warehouse,2022-05-30,Medium,87319.71
4313,Business,1,Arusha,5313,Clothing,425575.22,4758.97,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.2844), np.float64(36.8663))",0,9388.61,Theft,Transit,2022-08-29,High,452290.79
4314,Individual,0,Arusha,5314,Alcohol,114669.88,2208.51,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.2423), np.float64(36.8808))",1,6794.39,Accident,Border,2022-08-04,Medium,52889.68
4315,Business,1,Arusha,5315,Alcohol,423920.56,2783.29,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2913), np.float64(36.8329))",1,930.21,Accident,Border,2022-01-26,High,476692.92
4316,Individual,1,Kigali,5316,Machinery,436118.06,2265.49,Transporter B,Nairobi-Kisumu,Busia,"(np.float64(-1.2833), np.float64(36.822))",1,4772.2,Theft,Transit,2022-01-19,High,357918.91
4317,Business,1,Kigali,5317,Machinery,351438.65,385.81,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2468), np.float64(36.8996))",1,14764.58,Theft,Warehouse,2022-12-04,High,217206.65
4318,Business,1,Kigali,5318,Alcohol,80908.71,4431.44,Transporter C,Arusha-Nairobi,Malaba,"(np.float64(-1.2842), np.float64(36.8988))",0,1292.42,Accident,Transit,2022-03-26,Low,47831.05
4319,Business,1,Kampala,5319,Electronics,87912.77,3244.96,Transporter C,Nairobi-Kisumu,Busia,"(np.float64(-1.2719), np.float64(36.8482))",0,7634.83,Theft,Border,2022-07-08,Low,43720.74
4320,Business,1,Kigali,5320,Clothing,213547.57,830.74,Transporter C,Nairobi-Eldoret,Namanga,"(np.float64(-1.223), np.float64(36.9088))",0,16886.9,Accident,Border,2022-06-23,Medium,113115.27
4321,Individual,1,Nairobi,5321,Clothing,239002.54,1138.77,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2878), np.float64(36.8425))",0,11996.93,Accident,Transit,2022-10-06,Medium,91089.16
4322,Individual,0,Nairobi,5322,Machinery,122750.96,3510.97,Transporter A,Arusha-Kampala,Taveta,"(np.float64(-1.2794), np.float64(36.8928))",0,5431.28,Theft,Transit,2022-06-08,Medium,73889.52
4323,Individual,0,Nairobi,5323,Machinery,324534.33,2888.93,Transporter A,Arusha-Nairobi,Malaba,"(np.float64(-1.2505), np.float64(36.8918))",1,6965.34,Accident,Transit,2022-10-11,High,465416.01
4324,Individual,1,Kampala,5324,Alcohol,202254.65,2641.34,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2137), np.float64(36.8556))",0,18091.69,Accident,Border,2022-08-23,Medium,106394.35
4325,Individual,1,Nairobi,5325,Machinery,356510.34,3849.87,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2423), np.float64(36.8758))",1,8636.04,Fraud,Transit,2022-07-03,High,298472.64
4326,Business,0,Kigali,5326,Electronics,191025.31,795.92,Transporter A,Nairobi-Eldoret,Namanga,"(np.float64(-1.2005), np.float64(36.8401))",1,16188.23,Fraud,Transit,2022-01-23,Medium,138071.69
4327,Business,0,Kigali,5327,Electronics,279728.79,832.81,Transporter A,Arusha-Nairobi,Busia,"(np.float64(-1.2432), np.float64(36.9099))",1,7951.05,Theft,Transit,2022-09-03,Medium,146476.87
4328,Individual,1,Arusha,5328,Electronics,100091.46,4069.5,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2614), np.float64(36.877))",1,16182.6,Theft,Border,2022-04-01,Medium,138199.44
4329,Business,0,Kampala,5329,Machinery,458155.21,2907.27,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.2235), np.float64(36.8403))",0,612.08,Accident,Warehouse,2022-11-17,High,176572.74
4330,Individual,0,Kampala,5330,Clothing,172643.89,3615.06,Transporter A,Nairobi-Kisumu,Taveta,"(np.float64(-1.2838), np.float64(36.8587))",1,16224.29,Accident,Warehouse,2022-12-15,Medium,119712.05
4331,Individual,1,Arusha,5331,Machinery,412176.38,1025.17,Transporter A,Arusha-Nairobi,Malaba,"(np.float64(-1.2311), np.float64(36.918))",0,8935.81,Accident,Transit,2022-07-24,High,265659.17
4332,Individual,0,Kigali,5332,Clothing,75636.63,207.22,Transporter A,Nairobi-Eldoret,Namanga,"(np.float64(-1.2183), np.float64(36.8453))",0,10798.5,Accident,Transit,2022-11-10,Low,20730.58
4333,Business,0,Kampala,5333,Electronics,432629.27,2797.77,Transporter B,Nairobi-Kisumu,Busia,"(np.float64(-1.2891), np.float64(36.9099))",1,5268.41,Theft,Border,2022-11-16,High,271630.78
4334,Individual,1,Arusha,5334,Clothing,67666.14,3889.42,Transporter A,Nairobi-Kisumu,Malaba,"(np.float64(-1.2398), np.float64(36.8882))",1,8089.93,Theft,Border,2022-01-01,Low,29388.04
4335,Individual,1,Arusha,5335,Electronics,442757.23,449.8,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2685), np.float64(36.8441))",1,2552.05,Accident,Transit,2022-03-06,High,178830.57
4336,Individual,1,Kampala,5336,Clothing,130060.44,4339.91,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.209), np.float64(36.8319))",0,15221.46,Accident,Border,2022-07-05,Medium,71559.15
4337,Individual,0,Kampala,5337,Electronics,278631.03,1776.46,Transporter B,Nairobi-Eldoret,Taveta,"(np.float64(-1.2801), np.float64(36.8732))",0,6315.32,Accident,Transit,2022-07-26,Medium,128502.41
4338,Individual,1,Arusha,5338,Machinery,75278.98,2916.4,Transporter C,Nairobi-Kisumu,Namanga,"(np.float64(-1.2546), np.float64(36.8228))",1,15431.71,Theft,Warehouse,2022-09-08,Low,13789.65
4339,Individual,1,Nairobi,5339,Machinery,117710.28,1851.95,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2457), np.float64(36.8391))",1,10148.34,Theft,Warehouse,2022-04-14,Medium,120077.16
4340,Business,1,Arusha,5340,Machinery,184453.4,1919.07,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.2597), np.float64(36.9199))",1,6956.48,Fraud,Warehouse,2022-05-18,Medium,101578.58
4341,Individual,1,Arusha,5341,Clothing,137299.31,704.62,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.2195), np.float64(36.8626))",1,8035.75,Fraud,Transit,2022-10-19,Medium,99791.25
4342,Individual,0,Arusha,5342,Clothing,253301.99,1427.91,Transporter B,Arusha-Kampala,Namanga,"(np.float64(-1.2083), np.float64(36.8433))",1,14495.84,Accident,Warehouse,2022-12-27,Medium,141251.27
4343,Business,0,Kampala,5343,Machinery,413567.35,2487.9,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.1973), np.float64(36.8232))",1,8753.47,Fraud,Transit,2022-04-27,High,191213.56
4344,Individual,1,Nairobi,5344,Machinery,112116.45,1928.48,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2065), np.float64(36.9023))",0,9934.75,Accident,Transit,2022-05-01,Medium,114867.48
4345,Individual,0,Kampala,5345,Clothing,328969.83,1640.0,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2622), np.float64(36.8581))",0,6718.13,Theft,Warehouse,2022-08-08,High,187175.44
4346,Business,1,Kigali,5346,Alcohol,243670.76,4027.38,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2378), np.float64(36.8884))",0,11261.99,Theft,Warehouse,2022-12-20,Medium,103905.23
4347,Individual,1,Nairobi,5347,Machinery,77497.7,140.4,Transporter B,Arusha-Kampala,Namanga,"(np.float64(-1.25), np.float64(36.8863))",1,7803.0,Theft,Warehouse,2022-06-26,Low,21177.68
4348,Individual,1,Nairobi,5348,Electronics,427739.9,2723.64,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.2168), np.float64(36.8888))",1,12567.44,Accident,Transit,2022-01-24,High,489639.1
4349,Individual,0,Kigali,5349,Electronics,375864.34,2429.72,Transporter A,Nairobi-Kisumu,Malaba,"(np.float64(-1.2072), np.float64(36.8295))",0,3249.42,Fraud,Transit,2022-11-25,High,395781.44
4350,Individual,0,Kampala,5350,Electronics,339877.11,3459.27,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.2296), np.float64(36.8841))",1,10113.59,Theft,Border,2022-12-04,High,246054.6
4351,Individual,1,Nairobi,5351,Machinery,130723.96,3050.07,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2866), np.float64(36.8408))",1,11074.65,Fraud,Transit,2022-05-16,Medium,122126.5
4352,Business,1,Kampala,5352,Alcohol,105256.74,1078.17,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2122), np.float64(36.9123))",0,19668.98,Accident,Transit,2022-12-20,Medium,146640.24
4353,Business,0,Nairobi,5353,Clothing,457845.56,747.94,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.2825), np.float64(36.9101))",0,16793.41,Accident,Warehouse,2022-02-12,High,394424.62
4354,Business,1,Arusha,5354,Clothing,456553.32,264.58,Transporter A,Arusha-Nairobi,Busia,"(np.float64(-1.2714), np.float64(36.8388))",1,11861.09,Accident,Transit,2022-08-11,High,400654.06
4355,Individual,1,Kampala,5355,Alcohol,146630.9,1160.32,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.2063), np.float64(36.8753))",1,166.95,Fraud,Transit,2022-03-19,Medium,148794.5
4356,Individual,1,Kigali,5356,Clothing,203392.77,1592.27,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2605), np.float64(36.904))",0,9848.45,Theft,Warehouse,2022-07-11,Medium,98064.83
4357,Individual,1,Arusha,5357,Electronics,166077.68,4629.25,Transporter A,Arusha-Nairobi,Busia,"(np.float64(-1.2021), np.float64(36.9177))",0,41.57,Theft,Transit,2022-12-04,Medium,61662.32
4358,Business,0,Arusha,5358,Alcohol,345483.67,1977.52,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2877), np.float64(36.8546))",1,8434.67,Fraud,Transit,2022-05-10,High,460059.85
4359,Individual,0,Kampala,5359,Alcohol,174231.15,2778.95,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.2751), np.float64(36.8657))",0,6492.72,Accident,Border,2022-10-03,Medium,98836.7
4360,Business,1,Kigali,5360,Electronics,201631.04,1659.09,Transporter C,Nairobi-Kisumu,Namanga,"(np.float64(-1.2076), np.float64(36.8449))",0,1332.08,Theft,Border,2022-05-31,Medium,61296.55
4361,Individual,1,Kampala,5361,Clothing,259101.16,3605.15,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2434), np.float64(36.9111))",0,11175.21,Accident,Warehouse,2022-08-13,Medium,99082.64
4362,Individual,0,Kampala,5362,Alcohol,207460.06,4524.54,Transporter A,Nairobi-Kisumu,Taveta,"(np.float64(-1.2339), np.float64(36.8537))",0,14568.34,Theft,Transit,2022-10-10,Medium,120742.09
4363,Individual,0,Kigali,5363,Clothing,381171.25,2576.16,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2493), np.float64(36.9079))",0,1161.49,Theft,Warehouse,2022-03-14,High,386448.3
4364,Individual,1,Kampala,5364,Machinery,194916.08,3157.7,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.227), np.float64(36.8791))",0,46.7,Accident,Transit,2022-08-20,Medium,137356.26
4365,Business,1,Kampala,5365,Electronics,347643.18,455.52,Transporter C,Nairobi-Kisumu,Namanga,"(np.float64(-1.266), np.float64(36.9178))",1,17221.67,Accident,Warehouse,2022-05-08,High,468991.79
4366,Individual,1,Kigali,5366,Electronics,422217.97,3598.45,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.1948), np.float64(36.8804))",1,10435.12,Theft,Warehouse,2022-08-02,High,221413.0
4367,Individual,1,Kampala,5367,Clothing,445545.32,565.69,Transporter C,Arusha-Kampala,Busia,"(np.float64(-1.2109), np.float64(36.846))",1,14993.98,Theft,Warehouse,2022-03-21,High,203198.94
4368,Individual,1,Nairobi,5368,Machinery,370360.97,4627.82,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.227), np.float64(36.8349))",1,8362.14,Accident,Warehouse,2022-05-09,High,383838.7
4369,Individual,1,Kampala,5369,Electronics,110808.74,1460.37,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2034), np.float64(36.8972))",0,6129.28,Theft,Warehouse,2022-05-04,Medium,146178.77
4370,Individual,1,Kampala,5370,Machinery,159080.72,4700.55,Transporter C,Nairobi-Eldoret,Namanga,"(np.float64(-1.2784), np.float64(36.8325))",1,18659.76,Accident,Border,2022-03-14,Medium,115952.01
4371,Individual,0,Nairobi,5371,Machinery,355512.63,3138.1,Transporter A,Arusha-Kampala,Malaba,"(np.float64(-1.2816), np.float64(36.8819))",1,1102.19,Theft,Warehouse,2022-02-15,High,331234.8
4372,Individual,0,Arusha,5372,Alcohol,271674.03,1144.81,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2225), np.float64(36.8372))",0,17702.08,Fraud,Warehouse,2022-11-08,Medium,128009.78
4373,Business,1,Kigali,5373,Alcohol,327680.77,4481.31,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.2695), np.float64(36.9117))",1,12154.0,Accident,Transit,2022-06-02,High,466459.41
4374,Business,0,Kampala,5374,Alcohol,119983.07,810.4,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.2871), np.float64(36.8409))",1,15509.26,Theft,Border,2022-11-14,Medium,122889.7
4375,Business,0,Arusha,5375,Electronics,126415.86,747.28,Transporter C,Nairobi-Eldoret,Namanga,"(np.float64(-1.2919), np.float64(36.8238))",1,11831.57,Accident,Transit,2022-12-11,Medium,60223.21
4376,Business,1,Nairobi,5376,Alcohol,315618.54,2297.98,Transporter C,Nairobi-Eldoret,Namanga,"(np.float64(-1.2692), np.float64(36.8792))",1,19971.14,Accident,Transit,2022-03-04,High,314415.2
4377,Business,1,Arusha,5377,Clothing,115215.58,1320.6,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.2329), np.float64(36.8373))",1,7645.11,Accident,Transit,2022-05-21,Medium,70722.71
4378,Individual,1,Kigali,5378,Clothing,314572.37,2716.3,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.2671), np.float64(36.8951))",1,12146.54,Accident,Transit,2022-10-09,High,407973.6
4379,Business,0,Kigali,5379,Machinery,186233.92,2280.56,Transporter B,Nairobi-Kisumu,Taveta,"(np.float64(-1.2448), np.float64(36.8923))",1,1724.77,Fraud,Warehouse,2022-02-22,Medium,66885.18
4380,Individual,1,Arusha,5380,Machinery,439828.96,4673.61,Transporter C,Arusha-Kampala,Taveta,"(np.float64(-1.2068), np.float64(36.8893))",1,8328.04,Accident,Transit,2022-01-10,High,199055.77
4381,Individual,1,Kampala,5381,Machinery,252984.03,561.25,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.2719), np.float64(36.8709))",0,9557.3,Accident,Warehouse,2022-01-16,Medium,56967.03
4382,Business,0,Arusha,5382,Electronics,428336.52,521.34,Transporter C,Nairobi-Eldoret,Namanga,"(np.float64(-1.2319), np.float64(36.8231))",1,12556.51,Theft,Warehouse,2022-06-16,High,480533.93
4383,Business,1,Kigali,5383,Clothing,492167.61,1814.02,Transporter A,Arusha-Kampala,Malaba,"(np.float64(-1.2424), np.float64(36.8415))",0,4165.23,Accident,Border,2022-03-05,High,427484.64
4384,Business,1,Nairobi,5384,Electronics,93537.76,3758.91,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.194), np.float64(36.8785))",1,6663.37,Fraud,Transit,2022-06-22,Low,26484.15
4385,Individual,1,Kigali,5385,Electronics,103474.01,4910.02,Transporter A,Arusha-Nairobi,Malaba,"(np.float64(-1.2427), np.float64(36.8583))",1,18904.22,Fraud,Border,2022-10-22,Medium,115559.89
4386,Individual,1,Arusha,5386,Machinery,180828.93,994.9,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2504), np.float64(36.842))",1,10869.58,Fraud,Border,2022-09-08,Medium,98384.63
4387,Business,1,Kampala,5387,Alcohol,68960.0,719.6,Transporter B,Arusha-Kampala,Namanga,"(np.float64(-1.1979), np.float64(36.9123))",1,18746.56,Fraud,Transit,2022-01-21,Low,28941.06
4388,Individual,0,Kampala,5388,Machinery,163182.21,222.52,Transporter B,Nairobi-Eldoret,Taveta,"(np.float64(-1.2613), np.float64(36.9201))",0,10038.98,Fraud,Border,2022-06-14,Medium,67161.73
4389,Individual,1,Arusha,5389,Clothing,437510.64,128.99,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.2731), np.float64(36.8376))",1,5571.77,Fraud,Warehouse,2022-05-28,High,400452.11
4390,Individual,1,Nairobi,5390,Clothing,409835.94,1555.32,Transporter C,Arusha-Kampala,Taveta,"(np.float64(-1.2801), np.float64(36.8879))",0,10371.76,Fraud,Warehouse,2022-02-21,High,391010.32
4391,Individual,1,Kampala,5391,Machinery,137445.08,3947.92,Transporter B,Nairobi-Eldoret,Taveta,"(np.float64(-1.2427), np.float64(36.8546))",0,15088.32,Theft,Border,2022-06-04,Medium,134812.49
4392,Business,1,Nairobi,5392,Machinery,136153.53,4630.92,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2622), np.float64(36.879))",1,7783.3,Accident,Warehouse,2022-07-13,Medium,148329.46
4393,Business,1,Kampala,5393,Clothing,200101.47,4964.21,Transporter B,Nairobi-Eldoret,Taveta,"(np.float64(-1.2332), np.float64(36.8311))",1,13362.99,Accident,Border,2022-11-17,Medium,145886.51
4394,Business,1,Arusha,5394,Alcohol,344449.08,4625.5,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.228), np.float64(36.8888))",1,17729.29,Theft,Transit,2022-09-12,High,171589.8
4395,Individual,1,Nairobi,5395,Alcohol,365361.39,710.96,Transporter B,Arusha-Kampala,Malaba,"(np.float64(-1.2008), np.float64(36.9016))",1,18486.26,Fraud,Transit,2022-04-13,High,256108.5
4396,Individual,1,Kampala,5396,Clothing,494005.65,3667.16,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.205), np.float64(36.8449))",1,1263.68,Theft,Warehouse,2022-05-28,High,372052.22
4397,Individual,1,Kigali,5397,Electronics,247828.59,1143.71,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.2257), np.float64(36.9042))",0,10213.33,Accident,Transit,2022-02-17,Medium,97271.51
4398,Individual,1,Nairobi,5398,Clothing,467060.9,1249.06,Transporter A,Nairobi-Kisumu,Namanga,"(np.float64(-1.2844), np.float64(36.8726))",0,19814.84,Theft,Transit,2022-12-08,High,416412.13
4399,Individual,1,Nairobi,5399,Alcohol,99213.23,3689.54,Transporter B,Nairobi-Kisumu,Busia,"(np.float64(-1.239), np.float64(36.8785))",0,9838.44,Theft,Border,2022-09-18,Low,13343.67
4400,Business,1,Nairobi,5400,Clothing,58444.76,4754.07,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.194), np.float64(36.9107))",1,395.63,Accident,Border,2022-03-09,Low,10042.2
4401,Business,0,Kigali,5401,Machinery,419419.62,4990.49,Transporter B,Nairobi-Eldoret,Taveta,"(np.float64(-1.2412), np.float64(36.8374))",0,13899.94,Theft,Warehouse,2022-03-16,High,411506.36
4402,Business,1,Arusha,5402,Alcohol,331698.31,309.91,Transporter A,Arusha-Kampala,Busia,"(np.float64(-1.2016), np.float64(36.8555))",1,17618.19,Theft,Transit,2022-10-14,High,155230.85
4403,Individual,1,Arusha,5403,Machinery,79191.99,1135.88,Transporter A,Arusha-Kampala,Taveta,"(np.float64(-1.2111), np.float64(36.9178))",0,3713.62,Theft,Warehouse,2022-09-18,Low,43936.79
4404,Individual,1,Kigali,5404,Clothing,226495.0,161.25,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.269), np.float64(36.9147))",1,14830.67,Theft,Transit,2022-07-23,Medium,99355.03
4405,Business,1,Arusha,5405,Machinery,412729.07,4624.49,Transporter B,Arusha-Kampala,Malaba,"(np.float64(-1.2824), np.float64(36.8588))",1,1865.09,Accident,Warehouse,2022-10-28,High,302718.99
4406,Individual,1,Nairobi,5406,Machinery,189170.71,2231.65,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2203), np.float64(36.9077))",1,11603.93,Theft,Border,2022-01-26,Medium,144379.49
4407,Individual,0,Arusha,5407,Clothing,484420.67,3935.1,Transporter C,Nairobi-Kisumu,Namanga,"(np.float64(-1.2727), np.float64(36.9067))",0,16252.32,Fraud,Warehouse,2022-01-20,High,352635.51
4408,Individual,1,Kampala,5408,Clothing,357818.71,2995.88,Transporter A,Nairobi-Kisumu,Taveta,"(np.float64(-1.2113), np.float64(36.8574))",0,12451.79,Accident,Warehouse,2022-11-30,High,281792.4
4409,Individual,1,Arusha,5409,Clothing,375868.71,1541.87,Transporter A,Nairobi-Kisumu,Malaba,"(np.float64(-1.2833), np.float64(36.8969))",1,8700.69,Theft,Transit,2022-05-10,High,322199.1
4410,Individual,1,Nairobi,5410,Machinery,494351.37,451.65,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2402), np.float64(36.9125))",0,13448.37,Accident,Border,2022-08-26,High,424931.2
4411,Individual,1,Kampala,5411,Electronics,393679.55,874.28,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.1993), np.float64(36.8859))",0,10651.2,Theft,Border,2022-04-19,High,394728.88
4412,Business,1,Kampala,5412,Electronics,356437.11,3582.4,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.2297), np.float64(36.8287))",1,18198.44,Accident,Warehouse,2022-02-19,High,406976.26
4413,Business,1,Kampala,5413,Electronics,338770.08,681.28,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2849), np.float64(36.8474))",1,7842.37,Accident,Warehouse,2022-07-29,High,234862.91
